dutyName,dutyTel3,hpid,hv10,hv11,hv17,hv18,hv2,hv28,hv29,hv3,hv30,hv31,hv36,hv42,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvidate,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs19,hvs22,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs37,hvs38,hvs50,hvs51,hvventiayn,hvventisoayn,phpid,rnum,hv35,hv40,hvicc,hvs17,hvs18,hvs24,hv26,hv41,hvs25,hvs58,query_sido,query_sigungu,hv27,hvs59,hv24,hv25,hv38,hv39,hv6,hv60,hv61,hv9,hvs12,hvs14,hvs21,hvs23,hvs56,hvs57,hvs60,hvs61,hv43,hvs36,hv13,hv14,hvcc,hvs11,hvs46,hvs47,hv32,hv34,hvs09,hvs15,hv16,hv19,hv21,hv22,hv23,hvs49,hvs52,hvs53,hvs54,hvs55,hvccc,hvs16,hv15,hv33,hv37,hvs10,hvs20,hvs48
창원한마음병원,055-225-0350,A2800007,Y,Y,,,0,,1,1,1,,,Y,Y,Y,Y,Y,Y,Y,4,Y,79,Y,20260526115411,Y,Y,10,3,Y,21,,1,3,,25,37,10,,13,2,4,4,4,29,3,11,6,1,2,2,688,,,Y,Y,A2800007,4,1,,,,1,,,0,6,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창원파티마병원,055-270-1119,A2800004,Y,Y,,,2,,1,0,2,,,Y,Y,Y,Y,Y,Y,Y,5,N1,165,Y,20260526115106,Y,Y,1,2,N1,17,,1,2,,13,14,2,,7,2,4,3,3,16,3,6,3,,3,,447,,,Y,Y,A2800004,5,0,,,,2,,,6,6,,경상남도,창원시,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상남도마산의료원,055-249-1119,A2800025,,,,,,,1,,1,,,,Y,,Y,N1,Y,Y,12,N1,100,N1,20260526115501,N1,Y,,3,N1,13,,1,1,,,,,,5,,1,1,,17,,,2,,,,263,,,Y,N1,A2800025,6,1,,5,6,2,,,22,27,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인청아의료재단청아병원,055-230-1700,A2800009,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,90,N1,20260526115418,N1,Y,,3,N1,9,,,1,,,,,,4,,2,2,,4,,,,,,,274,,,Y,N1,A2800009,7,,,,,,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연세에스병원,055-548-7789,A2800021,,,,,,,,,1,,,,Y,Y,Y,Y,N1,Y,6,N1,136,N1,20260526115408,N1,Y,,2,N1,9,,,1,,,,,,3,,2,2,1,5,,,,,,,255,,,Y,N1,A2800021,8,,,6,10,,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새통영병원,055-640-4119,A2800092,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,75,N1,20260526115426,N1,Y,,1,N1,9,,,1,,,,,,3,,1,2,,3,,,,,,,256,,,Y,N1,A2800092,1,,,,,,,,,,,경상남도,통영시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
함양성심병원,055-964-4322,A2800080,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,3,N1,37,N1,20260526115213,N1,Y,,2,N1,4,,,1,,,,,,2,,1,1,,1,,,,,,,121,,,Y,N1,A2800080,1,,,,,,,,,,,경상남도,함양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성합천병원,070-5125-5030,A2800055,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,3,N1,15,N1,20260526115501,N1,Y,,2,N1,4,,,1,,,,,,2,,1,1,,1,,,,,,,141,,,Y,N1,A2800055,1,,,,,,,,,,,경상남도,합천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의)근원의료재단경산중앙병원,053-715-0119,A2700019,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,7,N1,77,N1,20260526115502,N1,Y,,3,N1,10,,,2,,,,,,4,,1,1,,9,,,,,,,303,,,Y,N1,A2700019,1,0,32,3,11,2,116,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인서명의료재단세명종합병원,053-819-8500,A2700036,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,5,N1,58,N1,20260526115426,N1,Y,,2,N1,13,,,2,,,,,,4,,1,1,,6,,,,,,,264,,,Y,N1,A2700036,2,,4,1,14,,22,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동국대학교의과대학경주병원,054-770-8306,A2700003,Y,Y,,,0,2,2,1,5,,,Y,Y,Y,Y,Y,Y,Y,9,N1,51,N1,20260526115032,Y,Y,,3,N1,16,3,2,5,,11,17,,,7,1,2,2,2,26,2,6,2,,,,278,,,Y,Y,A2700003,1,4,9,-3,7,4,17,,3,3,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계명대학교경주동산병원,054-770-9420,A2700097,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,48,N1,20260526115422,N1,Y,,2,N1,9,,,1,,,,,,2,,1,1,,1,,,,,,,88,,,Y,N1,A2700097,2,,,,,,,,,,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인영암의료재단고령영생병원,070-4700-0728,A2700070,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,34,N1,20260526115526,N1,N1,,1,N1,5,,,1,,,,,,1,,1,,,1,,,,,,,59,,,Y,N1,A2700070,1,,,,,,,,,,,경상북도,고령군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
차의과학대학교부속구미차병원,054-450-9998,A2700007,Y,Y,0,,,5,3,,3,3,8,Y,Y,Y,Y,Y,Y,Y,8,Y,71,Y,20260526115505,Y,Y,0,2,N1,20,5,3,3,25,,,8,30,8,3,3,2,2,21,3,13,2,1,2,,301,3,,Y,Y,A2700007,1,,,2,18,,,,,,,경상북도,구미시,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순천향대학교부속구미병원,054-468-9119,A2700013,,Y,,,,4,1,,2,0,1,Y,Y,Y,Y,Y,Y,Y,9,N1,46,N1,20260526115121,Y,Y,,4,N1,13,4,1,2,2,,,,3,6,1,2,2,2,21,,1,2,,,,263,,,Y,N1,A2700013,2,2,,3,31,2,,,1,1,,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구미강동병원,054-478-9521,A2700015,,,,,,,1,,2,,,,Y,Y,Y,Y,N1,Y,6,N1,71,N1,20260526115422,N1,Y,,5,N1,7,,1,2,,,,,,5,,1,1,1,3,,,,,,,191,,,Y,N1,A2700015,3,,,3,12,,,9,,,9,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인덕산의료재단김천제일병원,054-420-9500,A2700012,,,,,,,1,,3,,,Y,Y,Y,Y,Y,N1,Y,12,N1,90,N1,20260526115139,N1,Y,,3,N1,16,,1,3,,,,,,4,3,1,1,1,10,,,,,,,279,,,Y,N1,A2700012,1,,,7,18,,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도김천의료원,054-429-8234,A2700018,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,9,N1,47,N1,20260526115502,N1,Y,,5,N1,17,,1,,,,,,,5,,1,2,,7,,,,,,,274,,,Y,N1,A2700018,2,1,,2,22,3,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인동춘의료재단문경제일병원,054-550-7777,A2700006,,,,,,,1,,0,,,,Y,,Y,N1,N1,Y,16,N1,71,N1,20260526115500,N1,Y,,2,N1,17,,1,2,,,,,,3,,2,1,,8,,,,,,,309,,,Y,N1,A2700006,1,1,60,15,31,1,162,,4,4,,경상북도,문경시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인삼백의료재단상주성모병원,054-530-7811,A2700009,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,26,N1,20260526115434,N1,Y,,3,N1,9,,,1,,,,,,3,,1,1,,1,,,,,,,172,,,Y,N1,A2700009,1,,,3,10,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상주적십자병원,054-530-3171,A2700011,,Y,,,,,1,,,,,Y,Y,,Y,N1,Y,Y,7,N1,58,N1,20260526115312,Y,Y,,3,N1,9,,1,,,,,,,3,1,1,1,,7,,2,1,,,,164,,,Y,N1,A2700011,2,,,3,10,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인안동병원,054-840-0119,A2700014,Y,Y,0,,0,0,,,,0,7,Y,Y,Y,Y,Y,Y,Y,1,Y,104,Y,20260526115200,Y,Y,10,7,Y,15,3,,,19,20,,10,30,11,3,6,3,5,67,3,12,14,4,13,1,775,1,,Y,Y,A2700014,1,3,0,13,13,3,34,,4,6,,경상북도,안동시,,,,,3,2,,0,2,0,,20,40,2,,,2,6,Y,1,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,
안동성소병원,054-850-8282,A2700004,,Y,,,,,0,,0,,,Y,Y,Y,Y,Y,Y,Y,3,N1,129,N1,20260526115518,Y,Y,,4,N1,12,,1,2,,,,,,6,1,2,2,2,21,,4,1,,,,396,,,Y,N1,A2700004,2,3,23,7,18,3,186,,1,2,,경상북도,안동시,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도안동의료원,054-850-6100,A2700001,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,6,N1,121,N1,20260526115501,N1,Y,,4,N1,6,,,2,,,,,,5,,1,1,,8,,,,,,,238,,,Y,N1,A2700001,3,,,5,10,,,,,,,경상북도,안동시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영주기독병원,054-635-3050,A2700031,,Y,,,,,,,1,,,Y,Y,,Y,N1,N1,Y,4,N1,9,N1,20260526115135,Y,N1,,1,N1,4,,,1,,,,,,1,1,1,,,1,,2,,,,,70,,,Y,N1,A2700031,1,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영주자인병원,070-7335-5229,A2700020,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,13,N1,20260526115447,N1,Y,,,N1,4,,,1,,,,,,2,,1,1,,,,,,,,,133,,,N1,N1,A2700020,2,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영주적십자병원,054-630-0112,A2702752,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,10,N1,72,N1,20260526115532,N1,Y,,2,N1,10,,1,,,,,,,3,,1,1,,4,,,1,,,,140,,,Y,N1,A2702752,3,,,2,10,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영남대학교의과대학부속영천병원,054-330-7575,A2700017,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,5,N1,66,N1,20260526115415,N1,Y,,3,N1,10,,1,2,,,,,,4,,1,1,,1,,,,,,,190,,,Y,N1,A2700017,1,,,3,10,,,,,,,경상북도,영천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인서준의료재단예천권병원,054-650-2119,A2700023,,Y,,,,,1,,0,,,Y,Y,,Y,N1,N1,Y,6,N1,83,N1,20260526115025,Y,Y,,2,N1,6,,1,0,,,,,,2,1,1,1,,3,,2,,,,,173,,,Y,N1,A2700023,1,,,,,,,,0,0,,경상북도,예천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울릉군보건의료원,054-790-6911,E2700553,,,,,,,,,,,,,Y,,Y,N1,N1,Y,4,N1,26,N1,20260526115501,N1,N1,,1,N1,5,,,,,,,,,1,,1,,,1,,,,,,,27,,,Y,N1,E2700553,1,,,,,,,,,,,경상북도,울릉군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울진군의료원,054-785-7119,A2700052,,,,,,,2,,,,,,Y,,Y,N1,N1,Y,8,N1,29,N1,20260526115101,N1,Y,,3,N1,8,,2,,,,,,,3,,1,1,,1,,,,,,,91,,,Y,N1,A2700052,1,,,,,,,,2,2,,경상북도,울진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인영제의료재단영남제일병원,054-861-9111,A2700063,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,27,N1,20260526115322,N1,N1,,1,N1,,,,,,,,,,,,,,,,,,,,,,,,,Y,N1,A2700063,1,,,,,,,,,,,경상북도,의성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인대남의료재단청도대남병원,054-370-5112,A2700038,,,,,,,,,,,,,Y,,Y,N1,N1,Y,10,N1,92,N1,20260526115407,N1,Y,,1,N1,10,,,,,,,,,1,,1,1,,1,,,,,,,115,,,Y,N1,A2700038,1,,,,,,,,,,,경상북도,청도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청송군보건의료원,054-870-7119,E2700554,,,,,,,,,1,,,,,,Y,N1,N1,N1,5,N1,55,N1,20260526115500,N1,N1,,,N1,5,,,1,,,,,,,,,,,1,,,,,,,45,,,Y,N1,E2700554,1,,,,,,,,,,,경상북도,청송군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포항성모병원,054-260-8600,A2700016,Y,Y,,5,,11,,,,0,6,Y,Y,Y,Y,Y,Y,Y,9,Y,128,Y,20260526115338,Y,Y,,5,Y,20,11,,,15,,,,17,9,1,3,2,2,25,1,6,4,1,2,3,468,,5,Y,Y,A2700016,1,1,,2,16,1,,,1,1,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,2,3,,,2,3,,,,,,2,,,,,13,,,,,,,,,,,
포항세명기독병원,054-289-1711,A2700002,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,5,Y,119,Y,20260526115230,N1,Y,,11,Y,15,,1,3,,,,,,14,,6,5,4,25,,,5,1,1,1,665,,,Y,N1,A2700002,2,0,,2,54,1,,,2,6,,경상북도,포항시,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스포항병원,054-289-9120,A2700008,Y,,,,,,,,0,,,,Y,Y,Y,Y,Y,Y,1,N1,96,N1,20260526115341,N1,Y,,0,N1,6,,,1,,,,,,4,,2,2,3,9,9,,1,,,,239,,,Y,Y,A2700008,3,1,,-1,14,1,,,,,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인은성의료재단좋은선린병원,054-245-5200,A2702563,,,,,,,,,2,,,,Y,N,Y,N,N1,Y,9,N1,97,N1,20260526115519,N1,Y,,4,N,10,,,2,,,,,,4,,1,1,2,7,,,,,,14,281,,,N,N1,A2702563,4,1,,3,17,1,,2,,,2,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경상북도포항의료원,054-245-0129,A2700005,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,8,N1,7,N1,20260526115502,N1,Y,,2,N1,8,,1,1,,,,,,3,,1,1,,4,,,,,,,142,,,Y,N1,A2700005,5,1,37,10,19,1,86,,6,7,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS병원,062-975-9119,A1500019,,,,,0,7,1,,2,,,,Y,Y,Y,Y,Y,Y,9,N1,39,Y,20260526115342,N1,Y,,2,N1,15,7,1,2,,11,,,,4,,2,2,1,5,,,1,,1,,270,,,Y,N1,A1500019,1,,,-1,12,,,,,,,광주광역시,광산구,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첨단종합병원,062-601-8119,A1500011,,,,,,,1,,2,,,,Y,Y,Y,Y,N1,Y,19,N1,116,N1,20260526115245,N1,Y,,2,N1,22,,1,2,,,,,,5,,2,1,1,10,,,,,,,412,,,Y,N1,A1500011,2,1,10,4,23,1,49,,0,1,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신가병원,062-610-8119,A1500006,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,50,N1,20260526115252,N1,Y,,3,N1,9,,,1,,,,,,3,,1,1,,1,,,,,,,201,,,Y,N1,A1500006,3,,,,,,,,,,,광주광역시,광산구,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주센트럴병원,062-960-5119,A1502007,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,50,N1,20260526115529,N1,Y,,2,N1,10,,,1,,,,,,3,,1,1,,1,,,,,,,299,,,Y,N1,A1502007,4,,,,,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하남성심병원,062-958-1250,A1500017,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,16,N1,22,N1,20260526115350,N1,Y,,5,N1,19,,,1,,,,,,5,,1,1,,4,,,,,,,261,,,Y,N1,A1500017,5,,,2,10,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주수완병원,062-958-1119,A1500018,,,,,,,,,0,,,,Y,,Y,N1,N1,Y,9,N1,63,N1,20260526114910,N1,Y,,1,N1,9,,,1,,,,,,3,,1,1,,2,,,,,,,177,,,Y,N1,A1500018,6,,,,,,,,,,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주보훈병원,062-602-6119,A1500004,,,,,,,1,,1,,,,Y,Y,Y,Y,Y,Y,11,N1,64,N1,20260526115226,N1,Y,,5,N1,14,,1,1,,,,,,7,,2,3,2,11,,,2,,,,512,,,Y,N1,A1500004,7,1,,16,25,1,,,1,2,,광주광역시,광산구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주기독병원,062-650-5119,A1500021,,,,,0,,1,0,2,,,N,Y,Y,Y,Y,Y,Y,10,N1,85,N1,20260526104414,N1,Y,3,5,N1,20,,1,2,,16,9,3,,8,0,2,2,2,11,,,2,,,,514,,,Y,N1,A1500021,1,1,,,,3,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동아병원,062-650-2515,A1500013,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,98,N1,20260526120022,N1,Y,,1,N1,9,,,1,,,,,,6,,1,2,,1,,,,,,,276,,,Y,N1,A1500013,2,,,,,,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주씨티병원,062-460-7119,A1500009,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,63,N1,20260526115856,N1,Y,,2,N1,10,,,1,,,,,,4,,1,1,,1,,,,,,,173,,,Y,N1,A1500009,3,,,,,,,,,,,광주광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전남대학교병원,062-220-6801,A1500002,Y,Y,,0,1,3,,4,,2,7,Y,Y,Y,Y,Y,Y,Y,3,Y,243,Y,20260526120000,Y,Y,4,7,Y,26,4,,,18,11,12,33,30,20,8,5,4,7,86,22,32,12,7,6,1,811,,2,Y,Y,A1500002,1,,16,1,8,,32,,4,7,,광주광역시,동구,,,,,2,2,6,2,3,7,15,20,40,2,,,2,6,,,2,0,0,9,2,5,1,2,8,13,,,,,,,,,,,,,,,,,,
조선대학교병원,062-220-3129,A1500001,Y,Y,,1,4,3,0,11,0,9,11,Y,Y,Y,Y,Y,Y,Y,17,Y,190,Y,20260526120018,Y,Y,5,5,Y,23,4,0,0,20,16,20,20,28,15,3,5,3,3,65,11,15,24,5,1,1,545,,2,Y,Y,A1500001,2,0,8,,,2,15,,5,5,,광주광역시,동구,,,,,,,7,,,,19,,,,,,,,Y,1,2,3,,,2,3,,,,,,,1,,,,,2,,,,,,,,,,
광주병원,062-260-7119,A1500015,,,,,,,,,1,,,,Y,Y,Y,Y,N1,Y,5,N1,35,N1,20260526115124,N1,Y,,1,N1,10,,,1,,,,,,4,,1,1,1,1,,,,,,,278,,,Y,N1,A1500015,1,,,5,13,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운암한국병원,062-608-8119,A1500010,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,66,N1,20260526115548,N1,N,,,N1,9,,,1,,,,,,,,1,1,,1,,,,,,,208,,,Y,N1,A1500010,2,,,,,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주현대병원,062-570-0119,A1500003,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,0,N1,63,N1,20260526115716,N1,Y,,3,N1,9,,,1,,,,,,5,,1,2,,1,,,,,,,236,,,Y,N1,A1500003,3,,,,,,,,,,,광주광역시,북구,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주일곡병원,062-608-7119,A1500005,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,64,N1,20260526120027,N1,Y,,2,N1,9,,,1,,,,,,2,,1,1,,1,,,,,,,144,,,Y,N1,A1500005,4,,,,,,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주희망병원,062-608-6119,A1500007,,,,,,,,,1,,,,,,Y,N1,N1,N1,8,N1,59,N1,20260526115105,N1,N1,,3,N1,9,,,1,,,,,,3,,,,,,,,,,,,182,,,N1,N1,A1500007,5,1,,2,8,1,,,,,,광주광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서광병원,062-600-8119,A1500020,,,,,,2,2,,1,,,N,Y,N,Y,N,Y,Y,18,N1,32,N1,20260526115832,N1,Y,,0,N1,18,2,2,1,,,,,,2,0,1,1,0,1,,,1,,,,136,,,Y,N1,A1500020,1,0,,6,18,1,,,1,1,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상무병원,062-600-7119,A1500022,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,111,N1,20260526115928,N1,Y,,2,N1,9,,,1,,,,,,3,,1,1,,1,,,,,,,202,,,Y,N1,A1500022,2,,,,,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주한국병원,062-380-3119,A1500016,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,15,N1,80,N1,20260526115655,N1,Y,,2,N1,15,,,1,,,,,,4,,1,1,,1,,,,,,,259,,,Y,N1,A1500016,3,,,,,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미래로21병원,062-450-1119,A1500014,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,5,N1,69,N1,20260526115730,N1,Y,,1,N1,9,,,1,,,,,,3,,1,1,1,4,,,1,,,,192,,,Y,N1,A1500014,4,,,1,8,,,,,,,광주광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영남대학교병원,053-620-3177,A1300001,Y,Y,1,3,1,3,2,7,3,9,19,Y,Y,Y,Y,Y,Y,Y,9,Y,190,Y,20260526115737,Y,Y,3,10,Y,28,3,2,3,22,10,15,15,30,23,2,4,4,4,75,5,11,8,5,5,1,704,1,3,Y,Y,A1300001,1,5,14,,,13,20,,5,7,,대구광역시,남구,,,,,,,10,,,,14,,,,,,,,,,,0,,,,0,,2,,7,,,0,,,,,0,,,,,,,,,,
대구가톨릭대학교병원,053-650-3000,A1300004,Y,Y,,,-1,,1,3,3,,,Y,Y,Y,Y,Y,Y,Y,1,Y,264,Y,20260526115705,Y,Y,5,11,N1,24,,1,3,,15,25,42,,19,2,3,3,5,58,20,32,8,3,4,,704,,,Y,Y,A1300004,2,4,7,0,0,6,20,,3,9,,대구광역시,남구,,,,,,,5,,,,16,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드림종합병원,053-640-8575,A1300034,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,6,Y,69,N1,20260526115720,N1,Y,,2,N1,8,,,1,,,,,,3,,2,1,1,2,,,1,1,,,183,,,Y,N1,A1300034,3,,,,,,,,,,,대구광역시,남구,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계명대학교동산병원,053-258-6306,A1300003,Y,Y,,,0,,1,0,0,,6,Y,Y,Y,Y,Y,Y,Y,-2,Y,257,Y,20260526115934,Y,Y,0,9,Y,23,,2,1,,14,13,39,20,24,6,6,5,7,56,13,37,9,4,14,2,778,,,Y,Y,A1300003,1,0,0,3,10,1,0,,2,7,,대구광역시,달서구,,,,,,,3,,,,15,,,,,,,,Y,1,,,4,8,,,0,,7,,,,,,,,,,,,,,,,,,,
의료법인구의료재단구병원,053-557-7119,A1300006,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,73,N1,20260526064710,N1,Y,,9,N1,10,,,1,,,,,,9,,3,1,,3,,,,,,,235,,,Y,N1,A1300006,2,1,,6,18,1,,,,,,대구광역시,달서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더블유병원,053-550-5019,A1300110,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,71,N1,20260526115905,N1,Y,,1,Y,10,,,1,,,,,,8,,1,1,,1,,,,,,8,431,,,Y,N1,A1300110,3,,,,,,,,,,,대구광역시,달서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
