realtime_hospital_name,realtime_emergency_tel,hpid,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at
의료법인백송의료재단굿모닝병원,031-5182-7582,A2100028,,,,,,,2.0,,1.0,,,,Y,Y,Y,Y,Y,Y,9,Y,100.0,N1,20260523193402,N1,Y,,7.0,Y,19.0,,2.0,1.0,,,,,,7.0,,5.0,3.0,3.0,23.0,,,5.0,3.0,,1.0,392.0,,,Y,N1,A2100028,0.0,,1.0,27.0,3.0,,,,,,경기도,평택시,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인양진의료재단평택성모병원,070-5012-0119,A2113246,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,12,N1,57.0,N1,20260523193449,N1,Y,,6.0,N1,17.0,,1.0,2.0,,,,,,6.0,,3.0,3.0,2.0,8.0,,,2.0,,,,329.0,,,Y,N1,A2113246,2.0,,2.0,34.0,2.0,,0.0,,,0.0,경기도,평택시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인갈렌의료재단박병원,031-662-4119,A2100309,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,40.0,N1,20260523193500,N1,Y,,2.0,N1,10.0,,,1.0,,,,,,2.0,,1.0,2.0,,3.0,,,,,,,143.0,,,Y,N1,A2100309,,,1.0,10.0,,,,,,,경기도,평택시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인박애의료재단박애병원,031-650-9219,A2100022,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,8,N1,105.0,N1,20260523193525,N1,Y,,5.0,N1,10.0,,,1.0,,,,,,5.0,,2.0,1.0,,20.0,,,2.0,,,,193.0,,,Y,N1,A2100022,,,7.0,10.0,,,,,,,경기도,평택시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경기도의료원포천병원,031-539-9119,A2100031,,Y,,,,,1.0,,2.0,,,Y,Y,,Y,N1,N1,Y,15,N1,51.0,N1,20260523193502,Y,Y,,4.0,N1,17.0,,1.0,2.0,,,,,,4.0,3.0,1.0,1.0,,7.0,,2.0,,,,,137.0,,,Y,N1,A2100031,0.0,,3.0,10.0,0.0,,,2.0,3.0,,경기도,포천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 일심의료재단 포천우리병원,031-541-8282,A2100036,,,,,,,1.0,,3.0,,,,Y,Y,Y,Y,Y,Y,18,N1,97.0,N1,20260523193511,N1,Y,,4.0,N1,18.0,,1.0,3.0,,,,,,5.0,,2.0,2.0,1.0,14.0,,,3.0,,,,201.0,,,Y,N1,A2100036,2.0,,13.0,18.0,2.0,,,2.0,2.0,,경기도,포천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한림대학교동탄성심병원,031-8086-2119,A2100046,Y,Y,,,17.0,9.0,,0.0,,,,Y,Y,Y,Y,Y,Y,Y,15,Y,215.0,Y,20260523193526,Y,Y,10.0,19.0,Y,32.0,9.0,,,,28.0,13.0,13.0,,20.0,1.0,6.0,3.0,6.0,50.0,5.0,14.0,17.0,2.0,2.0,1.0,515.0,,,Y,Y,A2100046,7.0,,,,11.0,,,5.0,11.0,,경기도,화성시,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,13.0,3.0,0.0,,1.0,,9.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인은혜와감사의료재단화성중앙종합병원,031-371-7998,A2100018,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,62.0,N1,20260523193252,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,3.0,,,,,,,131.0,,,Y,N1,A2100018,,,3.0,8.0,,,,,,,경기도,화성시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인원광의료재단원광종합병원,031-8077-7219,A2115699,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,8,N1,26.0,N1,20260523192821,N1,Y,,4.0,N1,9.0,,1.0,,,,,,,4.0,,1.0,2.0,,4.0,,,,,,,135.0,,,Y,N1,A2115699,,,1.0,9.0,,,,,,,경기도,화성시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 거붕 백병원,055-733-0180,A2800008,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,1,N1,51.0,N1,20260523193441,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,2.0,2.0,,12.0,,,,,,,365.0,,,Y,N1,A2800008,,,3.0,20.0,,,,,,,경상남도,거제시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 대우의료재단대우병원,055-680-8119,A2800005,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,0,N1,42.0,N1,20260523193244,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,2.0,1.0,,5.0,,,,,,,231.0,,,Y,N1,A2800005,,,3.0,10.0,,,,,,,경상남도,거제시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 성념의료재단맑은샘병원,055-736-0119,A2800022,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,17.0,N1,20260523192540,N1,Y,,2.0,N1,9.0,,,1.0,,,,,,2.0,,1.0,1.0,,4.0,,,,,,,200.0,,,Y,N1,A2800022,,,,,,,,,,,경상남도,거제시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
거창적십자병원,055-949-3359,A2800076,,Y,,,,,,,1.0,,,Y,Y,,Y,N1,N1,Y,5,N1,39.0,N1,20260523193524,Y,Y,,2.0,N1,9.0,,,1.0,,,,,,2.0,1.0,1.0,1.0,,2.0,,2.0,,,,,91.0,,,Y,N1,A2800076,,,,,,,,,,,경상남도,거창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
강병원,055-673-4848,A2800032,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,35.0,N1,20260523193336,N1,Y,,1.0,N1,9.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,99.0,,,Y,N1,A2800032,,,,,,,,,,,경상남도,고성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인환명의료재단 조은금강병원,055-330-0200,A2800010,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,8,N1,84.0,N1,20260523193110,N1,Y,,4.0,Y,17.0,,1.0,2.0,,,,,,4.0,,1.0,2.0,1.0,7.0,,,,,,2.0,305.0,,,Y,N1,A2800010,1.0,4.0,10.0,23.0,1.0,96.0,,,,,경상남도,김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인숭인의료재단 김해복음병원,055-330-8844,A2800006,,,,,,,1.0,,3.0,,,,Y,Y,Y,Y,Y,Y,14,N1,18.0,N1,20260523193256,N1,Y,,5.0,N1,16.0,,1.0,3.0,,,,,,5.0,,2.0,3.0,1.0,3.0,,,3.0,,,,359.0,,,Y,N1,A2800006,0.0,,8.0,18.0,1.0,,,,,,경상남도,김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
강일병원,055-822-0119,A2803677,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,8,N1,133.0,N1,20260523193521,N1,Y,,5.0,N1,8.0,,1.0,2.0,,,,,,5.0,,1.0,2.0,1.0,1.0,,,,,,,276.0,,,Y,N1,A2803677,,,13.0,15.0,,,,,,,경상남도,김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인갑을의료재단 갑을장유병원,055-310-6119,A2800014,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,3,N1,46.0,N1,20260523193433,N1,Y,,4.0,N1,9.0,,1.0,,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,210.0,,,Y,N1,A2800014,,,,,,,,,,,경상남도,김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 이도의료재단 남해병원,055-860-6630,A2800094,N,N,,,,,1.0,,1.0,,,N,Y,N,Y,N,N,Y,7,N,67.0,N,20260523190840,N,Y,,2.0,N,,,,,,,,,,,,,,,,,,,,,,,,,N,N,A2800094,,,,,,,,,,,경상남도,남해군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
밀양병원,055-356-9119,A2800113,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,53.0,N1,20260523193519,N1,Y,,0.0,N1,8.0,,,1.0,,,,,,0.0,,1.0,1.0,,1.0,,,,,,,200.0,,,Y,N1,A2800113,,,,,,,,,,,경상남도,밀양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인승연의료재단 삼천포서울병원,055-830-9019,A2800068,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,22.0,N1,20260523193016,N1,Y,,3.0,Y,9.0,,,1.0,,,,,,3.0,,1.0,2.0,,4.0,,,,,,1.0,279.0,,,Y,N1,A2800068,,,,,,,,,,,경상남도,사천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼천포제일병원,055-830-3099,A2800101,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8,N1,63.0,N1,20260523193346,N1,Y,,2.0,N,8.0,,,2.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,1.0,214.0,,,Y,N1,A2800101,,,,,,,,,,,경상남도,사천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
산청군보건의료원,055-970-7582,E2800380,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,5,N1,20.0,N1,20260523193501,N1,N1,,,N1,5.0,,,1.0,,,,,,,,,,,1.0,,,,,,,20.0,,,Y,N1,E2800380,,,,,,,,,,,경상남도,산청군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
양산부산대학교병원,055-360-1463,A2800011,Y,Y,2.0,2.0,6.0,6.0,,8.0,1.0,7.0,23.0,Y,Y,Y,Y,Y,Y,Y,11,Y,304.0,Y,20260523193327,Y,Y,15.0,25.0,N1,23.0,8.0,,1.0,16.0,16.0,11.0,38.0,30.0,25.0,4.0,6.0,5.0,6.0,92.0,24.0,23.0,19.0,12.0,2.0,,766.0,2.0,2.0,Y,Y,A2800011,0.0,11.0,,,0.0,33.0,,4.0,4.0,,경상남도,양산시,,,,4.0,,,1.0,,,,9.0,,,,,4.0,,,,,2.0,3.0,,,2.0,3.0,7.0,,11.0,,1.0,,,0.0,0.0,1.0,,,0.0,0.0,4.0,10.0,1.0,1.0,5.0,2.0,6.0,1.0,2026-05-23 19:35:48
양산성모병원,055-912-9785,A2804593,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,11,N1,129.0,N1,20260523193440,N1,Y,,2.0,N1,13.0,,1.0,,,,,,,4.0,,1.0,2.0,,1.0,,,,,,,214.0,,,Y,N1,A2804593,,,5.0,5.0,,,,,,,경상남도,양산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
베데스다복음병원,055-781-9911,A2800019,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,22.0,N1,20260523193523,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,110.0,,,Y,N1,A2800019,,,,,,,,,,,경상남도,양산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의령병원,055-573-6806,A2800090,,,,,,,,,0.0,,,,Y,,Y,N1,N1,Y,2,N1,29.0,N1,20260523193153,N1,N1,,,N1,4.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,58.0,,,Y,N1,A2800090,,,,,,,,,,,경상남도,의령군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경상국립대학교병원,055-750-8282,A2800001,Y,Y,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,16.0,Y,Y,Y,Y,Y,Y,Y,21,Y,299.0,Y,20260523193303,Y,Y,8.0,15.0,N1,34.0,3.0,2.0,3.0,14.0,8.0,9.0,15.0,30.0,15.0,7.0,3.0,3.0,5.0,15.0,9.0,20.0,6.0,4.0,17.0,,655.0,,6.0,Y,Y,A2800001,0.0,5.0,,,3.0,23.0,,5.0,7.0,,경상남도,진주시,,,,,25.0,2.0,,2.0,5.0,18.0,,20.0,40.0,2.0,,,2.0,6.0,,,,,,,,,,2.0,,6.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한일병원,055-750-1333,A2800043,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,12,N1,50.0,N1,20260523193513,N1,Y,,4.0,Y,17.0,,1.0,2.0,,,,,,4.0,,2.0,2.0,1.0,6.0,,,1.0,,,1.0,282.0,,,Y,N1,A2800043,1.0,,5.0,15.0,1.0,,,,,,경상남도,진주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
제일병원,055-750-7119,A2800003,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,12,N1,75.0,N1,20260523193410,N1,Y,,5.0,Y,17.0,,1.0,2.0,,,,,,7.0,,2.0,2.0,1.0,4.0,,,,,,1.0,258.0,,,Y,N1,A2800003,,,6.0,9.0,,,,,,,경상남도,진주시,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
반도병원,055-749-0200,A2800084,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,80.0,N1,20260523193004,N1,Y,,3.0,N1,7.0,,,1.0,,,,,,3.0,,1.0,1.0,,3.0,,,,,,,165.0,,,Y,N1,A2800084,,,,,,,,,,,경상남도,진주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 문병욱의료재단 진주고려병원,055-751-2525,A2800015,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,10,N1,84.0,N1,20260523193517,N1,Y,,4.0,Y,10.0,,,1.0,,,,,,4.0,,2.0,2.0,1.0,4.0,,,,,,1.0,229.0,,,Y,N1,A2800015,,,2.0,9.0,,,,,,,경상남도,진주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
진주복음병원,055-749-7119,A2800037,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,31.0,N1,20260523193511,N1,N,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,131.0,,,N,N1,A2800037,,,,,,,,,,,경상남도,진주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
태황의료재단한성병원,055-530-5119,A2800062,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,5,N1,62.0,N1,20260523193437,N1,N1,,,N1,9.0,,,1.0,,,,,,,,,,,,,,,,,,167.0,,,N1,N1,A2800062,,,,,,,,,,,경상남도,창녕군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인성균관대학삼성창원병원,055-233-6119,A2800020,Y,Y,,1.0,1.0,3.0,2.0,12.0,3.0,9.0,21.0,Y,Y,Y,Y,Y,Y,Y,6,Y,276.0,Y,20260523193451,Y,Y,5.0,15.0,N1,18.0,3.0,2.0,3.0,19.0,15.0,20.0,12.0,30.0,15.0,7.0,4.0,3.0,4.0,45.0,8.0,20.0,5.0,3.0,3.0,,645.0,,1.0,Y,Y,A2800020,0.0,,,,3.0,,,2.0,5.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인합포의료재단에스엠지연세병원,055-240-7777,A2800017,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11,N1,79.0,N1,20260523193507,N1,Y,,4.0,N1,17.0,,1.0,2.0,,,,,,4.0,,1.0,2.0,1.0,7.0,,,1.0,,,,286.0,,,Y,N1,A2800017,1.0,,3.0,11.0,1.0,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
창원경상국립대학교병원,055-214-1339,A2803505,Y,Y,,,,,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,10,Y,196.0,Y,20260523193300,Y,Y,0.0,13.0,N1,18.0,,1.0,2.0,,,,17.0,,13.0,9.0,3.0,2.0,5.0,52.0,9.0,22.0,6.0,7.0,14.0,,437.0,,,Y,Y,A2803505,2.0,10.0,13.0,34.0,2.0,22.0,,6.0,6.0,,경상남도,창원시,,,5.0,0.0,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
창원한마음병원,055-225-0350,A2800007,Y,Y,,,0.0,,1.0,2.0,3.0,,,Y,Y,Y,Y,Y,Y,Y,4,Y,113.0,Y,20260523193310,Y,Y,10.0,13.0,Y,21.0,,1.0,3.0,,25.0,37.0,10.0,,13.0,2.0,4.0,4.0,4.0,29.0,3.0,11.0,6.0,1.0,2.0,2.0,688.0,,,Y,Y,A2800007,1.0,,,,1.0,,,0.0,6.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
창원파티마병원,055-270-1119,A2800004,Y,Y,,,4.0,,1.0,3.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,2,N1,181.0,Y,20260523193105,Y,Y,2.0,7.0,N1,17.0,,1.0,2.0,,13.0,14.0,2.0,,7.0,2.0,4.0,3.0,3.0,16.0,3.0,6.0,3.0,,3.0,,447.0,,,Y,Y,A2800004,0.0,,,,2.0,,,6.0,6.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경상남도마산의료원,055-249-1119,A2800025,,,,,,,1.0,,1.0,,,,Y,,Y,N1,Y,Y,11,N1,116.0,N1,20260523193502,N1,Y,,5.0,N1,13.0,,1.0,1.0,,,,,,5.0,,1.0,1.0,,17.0,,,2.0,,,,263.0,,,Y,N1,A2800025,1.0,,5.0,6.0,2.0,,,21.0,27.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인청아의료재단청아병원,055-230-1700,A2800009,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,87.0,N1,20260523193344,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,2.0,2.0,,4.0,,,,,,,274.0,,,Y,N1,A2800009,,,,,,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
연세에스병원,055-548-7789,A2800021,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,5,N1,132.0,N1,20260523193412,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,2.0,2.0,1.0,5.0,,,,,,,255.0,,,Y,N1,A2800021,,,6.0,10.0,,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
새통영병원,055-640-4119,A2800092,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,2,N1,77.0,N1,20260523193523,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,2.0,,3.0,,,,,,,256.0,,,Y,N1,A2800092,,,,,,,,,,,경상남도,통영시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
함양성심병원,055-964-4322,A2800080,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,2,N1,29.0,N1,20260523193229,N1,Y,,2.0,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,121.0,,,Y,N1,A2800080,,,,,,,,,,,경상남도,함양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼성합천병원,070-5125-5030,A2800055,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,-1,N1,12.0,N1,20260523193501,N1,Y,,2.0,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,141.0,,,Y,N1,A2800055,,,,,,,,,,,경상남도,합천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의)근원의료재단경산중앙병원,053-715-0119,A2700019,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,3,N1,81.0,N1,20260523193505,N1,Y,,4.0,N1,10.0,,,2.0,,,,,,4.0,,1.0,1.0,,9.0,,,,,,,303.0,,,Y,N1,A2700019,0.0,32.0,3.0,11.0,2.0,116.0,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인서명의료재단세명종합병원,053-819-8500,A2700036,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8,N1,62.0,N1,20260523193233,N1,Y,,4.0,N1,13.0,,,2.0,,,,,,4.0,,1.0,1.0,,6.0,,,,,,,264.0,,,Y,N1,A2700036,,4.0,0.0,14.0,,22.0,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
동국대학교의과대학경주병원,054-770-8306,A2700003,Y,Y,,,1.0,0.0,2.0,2.0,5.0,,,Y,Y,Y,Y,Y,Y,Y,4,N1,63.0,N1,20260523193042,Y,Y,,6.0,N1,16.0,3.0,2.0,5.0,,11.0,17.0,,,7.0,1.0,2.0,2.0,2.0,26.0,2.0,6.0,2.0,,,,278.0,,,Y,Y,A2700003,4.0,8.0,0.0,7.0,4.0,17.0,,3.0,3.0,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
계명대학교경주동산병원,054-770-9420,A2700097,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,6,N1,49.0,N1,20260523193511,N1,Y,,2.0,N1,9.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,88.0,,,Y,N1,A2700097,,,,,,,,,,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인영암의료재단고령영생병원,070-4700-0728,A2700070,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,3,N1,36.0,N1,20260523193452,N1,N1,,1.0,N1,5.0,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,59.0,,,Y,N1,A2700070,,,,,,,,,,,경상북도,고령군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
