hpid,old_hpid,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon
A2100016,A2100016,순천의료재단성남정병원,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",경기도,성남시,G007,지역응급의료기관,031-750-6000,031-750-6003,37.43962497395649,127.12863916535
A2115807,A2115807,성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",경기도,성남시,G009,응급실운영신고기관,031-751-2075,1833-5001,37.4344473895,127.1282853418
A2100030,A2100030,차의과학대학교분당차병원,경기도 성남시 분당구 야탑로 59 (야탑동),경기도,성남시,G001,권역응급의료센터,031-780-5000,031-780-5840,37.4101145912911,127.125083678928
A2100025,A2100025,대진의료재단분당제생병원,경기도 성남시 분당구 서현로180번길 20 (서현동),경기도,성남시,G006,지역응급의료센터,031-779-0114,031-779-0119,37.387871379956906,127.12132819639598
A2100258,A2100258,국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),경기도,성남시,G007,지역응급의료기관,031-725-6075,031-725-6119,37.39186666666668,127.14858611111111
A2100001,A2100001,분당서울대학교병원,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",경기도,성남시,G001,권역응급의료센터,031-787-2114,031-787-3119,37.35202597297615,127.12448354572744
A2100050,A2100050,의료법인대인의료재단 다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",경기도,부천시,G007,지역응급의료기관,032-670-0001,032-670-0119,37.51232155788357,126.76948894065184
A2100005,A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",경기도,부천시,G001,권역응급의료센터,032-621-5114,032-621-5117,37.49857073407877,126.76238239812
A2100052,A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",경기도,부천시,G006,지역응급의료센터,032-1577-0675,032-340-2100,37.4874477394264,126.79243459155
A2100051,A2100051,뉴대성병원,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",경기도,부천시,G009,응급실운영신고기관,032-610-1111,032-610-1100,37.49201639843304,126.78381841037
A2100058,A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),경기도,부천시,G009,응급실운영신고기관,032-672-4100,032-672-2400,37.52438752921628,126.8051855988659
A2100055,A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",경기도,부천시,G006,지역응급의료센터,1599-6677,032-340-1119,37.4810049006,126.7911674323
A2100135,A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),경기도,동두천시,G009,응급실운영신고기관,031-863-0550,031-863-1339,37.90888404022765,127.05398051509535
A2100208,A2100208,원병원,경기도 남양주시 화도읍 경춘로 1943-16,경기도,남양주시,G009,응급실운영신고기관,031-590-3114,031-5903-1189,37.651957172510606,127.30437739416752
A2118188,A2118188,엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",경기도,남양주시,G007,지역응급의료기관,1899-3377,031-527-6119,37.6487334911668,127.141048740049
A2100037,A2100037,현대병원,경기도 남양주시 진접읍 봉현로 21,경기도,남양주시,G006,지역응급의료센터,031-574-9118~9,031-574-0114,37.715486551355895,127.17984989970032
A2100041,A2100041,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,경기도,남양주시,G006,지역응급의료센터,031-510-0114,031-510-0119,37.68238094157572,127.2043136287129
A2120077,A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",경기도,남양주시,G009,응급실운영신고기관,0318151119,,37.6501095660175,127.238321935956
A2100006,A2100006,의료법인인봉의료재단뉴고려병원,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",경기도,김포시,G006,지역응급의료센터,031-998-8129,031-980-9119,37.64095507933562,126.66022763544731
A2100053,A2100053,의료법인우리의료재단김포우리병원,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",경기도,김포시,G006,지역응급의료센터,031-999-1000,031-999-1119,37.632530143647166,126.7105272263707
A2100048,A2100048,원광대학교산본병원,경기도 군포시 산본로 321 (산본동),경기도,군포시,G006,지역응급의료센터,031-390-2300,031-390-2345,37.359787179442414,126.93330716393872
A2100054,A2100054,효산의료재단지샘병원,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",경기도,군포시,G006,지역응급의료센터,031-389-3000,031-389-3119,37.35864464913468,126.94735972779895
A2100039,A2100039,한양대학교구리병원,경기도 구리시 경춘로 153 (교문동),경기도,구리시,G006,지역응급의료센터,031-1644-9118,1644-9118,37.6012760077,127.13250756940002
A2100116,A2100116,윤서병원,경기도 구리시 건원대로 47 (인창동),경기도,구리시,G009,응급실운영신고기관,031-553-6650,031-564-2222,37.60519852568096,127.13961137900536
A2100155,A2100155,참조은병원,경기도 광주시 광주대로 45 (경안동),경기도,광주시,G006,지역응급의료센터,1600-9955,031-881-9119,37.41095382720454,127.26022384023878
A2100007,A2100007,광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",경기도,광명시,G006,지역응급의료센터,02-2680-7114,02-2680-7116,37.4734614743463,126.87192258470483
A2118788,A2118788,중앙대학교광명병원,경기도 광명시 덕안로 110(일직동),경기도,광명시,G006,지역응급의료센터,1811-7800,02-2222-1351,37.4245974351169,126.885910072451
A2100038,A2100038,인제대학교일산백병원,경기도 고양시 일산서구 주화로 170 (대화동),경기도,고양시,G006,지역응급의료센터,031-910-7114,031-910-7114,37.67436543525074,126.75031388046008
A2116972,A2116972,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",경기도,고양시,G007,지역응급의료기관,031-782-8300,031-782-8587,37.65413326289407,126.77574306091104
A2100049,A2100049,국립암센터,경기도 고양시 일산동구 일산로 323 (마두동),경기도,고양시,G007,지역응급의료기관,031-920-0114,031-920-0119,37.664170778165285,126.78327945120732
A2100033,A2100033,국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",경기도,고양시,G001,권역응급의료센터,1577-0013,031-900-0761,37.64530592402248,126.792204040477
A2100047,A2100047,동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",경기도,고양시,G006,지역응급의료센터,031-1577-7000,031-961-7777,37.67643677699999,126.8055658392
A2100283,A2100283,의료법인일산복음병원,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",경기도,고양시,G009,응급실운영신고기관,031-977-5000,031-929-0330,37.68205457051212,126.7801254241406
A2100042,A2100042,의료법인명지의료재단명지병원,경기도 고양시 덕양구 화수로14번길 55 (화정동),경기도,고양시,G001,권역응급의료센터,031-810-5114,031-810-7119,37.64207169115689,126.83145733035823
A2100290,A2100290,의료법인자인의료재단(더자인병원),"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",경기도,고양시,G007,지역응급의료기관,031-930-3114,031-930-3119,37.62297864974611,126.83568238933726
A2100282,A2100282,에이치제이매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-177,경기도,가평군,G009,응급실운영신고기관,031-589-4300,031-589-4465,37.69104512763415,127.52141322182568
A2200016,A2200016,횡성대성병원,강원특별자치도 횡성군 횡성읍 횡성로 275,강원특별자치도,횡성군,G007,지역응급의료기관,033-343-0901,033-345-1191,37.47845901170136,127.97994775890872
E2200025,E2200025,화천군보건의료원,강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),강원특별자치도,화천군,G007,지역응급의료기관,033-441-4000,033-440-2880,38.1073824571151,127.708883438378
A2200014,A2200014,홍천아산병원,강원특별자치도 홍천군 홍천읍 산림공원1길 17,강원특별자치도,홍천군,G007,지역응급의료기관,033-430-5211,033-430-5119,37.69082165229579,127.89490721695594
E2200026,E2200026,평창군보건의료원,강원특별자치도 평창군 평창읍 노성로 11,강원특별자치도,평창군,G007,지역응급의료기관,033-332-4000,033-330-4812,37.360577433652736,128.3890508672411
A2200004,A2200004,근로복지공단태백병원,"강원특별자치도 태백시 보드미길 8 (장성동, (장성동))",강원특별자치도,태백시,G007,지역응급의료기관,033-580-3114,033-580-3119,37.10404228529155,129.0042870499601
A2200013,A2200013,한림대학교춘천성심병원,강원특별자치도 춘천시 삭주로 77 (교동),강원특별자치도,춘천시,G001,권역응급의료센터,033-240-5000,033-240-5219,37.88413581388737,127.73989454269612
A2200009,A2200009,강원대학교병원,"강원특별자치도 춘천시 백령로 156-  (효자동,(효자동))",강원특별자치도,춘천시,G006,지역응급의료센터,033-258-2000,033-258-2293,37.87497158192399,127.74448573764938
A2200033,A2200033,인성병원,강원특별자치도 춘천시 금강로 39 (낙원동),강원특별자치도,춘천시,G009,응급실운영신고기관,033-253-3030,033-259-8119,37.88124367430593,127.7268803699377
A2201730,A2201730,철원병원,강원특별자치도 철원군 갈말읍 명성로 208-0,강원특별자치도,철원군,G007,지역응급의료기관,033-452-5011,033-452-5012,38.15033057072112,127.3080276881726
A2200048,A2200048,근로복지공단정선병원,강원특별자치도 정선군 정선읍 봉양1길 145,강원특별자치도,정선군,G007,지역응급의료기관,033-560-7100,033-560-7150,37.3829238141538,128.658420530712
A2200001,A2200001,연세대학교원주세브란스기독병원,"강원특별자치도 원주시 일산로 20-0 (일산동, (일산동))",강원특별자치도,원주시,G001,권역응급의료센터,033-741-0114,033-741-1641,37.34795543031888,127.9456453098751
A2200024,A2200024,의료법인성지의료재단성지병원,강원특별자치도 원주시 원일로 22 (인동),강원특별자치도,원주시,G007,지역응급의료기관,033-760-3101,033-760-3119,37.3452989790958,127.954009227598
A2200015,A2200015,강원특별자치도원주의료원,"강원특별자치도 원주시 서원대로 387 (개운동, (개운동))",강원특별자치도,원주시,G007,지역응급의료기관,033-760-4500,033-760-4701,37.332496031537154,127.94896203327232
A2200002,A2200002,강원특별자치도영월의료원,강원특별자치도 영월군 영월읍 중앙1로 59-  ( ),강원특별자치도,영월군,G007,지역응급의료기관,033-370-9101,033-370-9129,37.186588403987926,128.46530529870284
A2200037,A2200037,의료법인성심의료재단양구성심병원,강원특별자치도 양구군 양구읍 중심로 160,강원특별자치도,양구군,G007,지역응급의료기관,033-480-8803,033-480-8816,38.1047788862656,127.99119726275
A2200046,A2200046,의료법인온세움의료재단온재병원,강원특별자치도 속초시 중앙로 11 (교동),강원특별자치도,속초시,G007,지역응급의료기관,033-639-8633,033-639-8988,38.19802124533656,128.57838660480326
A2200012,A2200012,강원특별자치도속초의료원,강원특별자치도 속초시 영랑호반길 3 (영랑동),강원특별자치도,속초시,G006,지역응급의료센터,033-630-6000,033-630-6036,38.21622784728713,128.5891194514502
A2200007,A2200007,강원특별자치도삼척의료원,강원특별자치도 삼척시 오십천로 473 (정상동),강원특별자치도,삼척시,G006,지역응급의료센터,033-572-1141,033-571-0431,37.44027922704624,129.16370014395005
A2200003,A2200003,의료법인동해동인병원,"강원특별자치도 동해시 하평로 26-  (평릉동, (평릉동))",강원특별자치도,동해시,G007,지역응급의료기관,033-530-0114,033-530-0129,37.530006805605616,129.1074043067605
A2200038,A2200038,근로복지공단동해병원,"강원특별자치도 동해시 하평로 11-  (평릉동, (평릉동))",강원특별자치도,동해시,G009,응급실운영신고기관,033-530-3100,,37.53232311891651,129.1058560226859
A2200010,A2200010,의산의료재단강릉고려병원,강원특별자치도 강릉시 옥가로 30 (옥천동),강원특별자치도,강릉시,G009,응급실운영신고기관,033-642-1988,033-647-7582,37.75910092005996,128.89982468955142
A2200008,A2200008,강릉아산병원,강원특별자치도 강릉시 사천면 방동길 38,강원특별자치도,강릉시,G001,권역응급의료센터,033-610-3114,033-610-3333,37.81842668503607,128.85771413305145
A2200011,A2200011,강원특별자치도강릉의료원,"강원특별자치도 강릉시 경강로 2007-0 (남문동,강릉의료원)",강원특별자치도,강릉시,G007,지역응급의료기관,033-610-1200,033-610-1234,37.74931042017154,128.8887963251862
A2200005,A2200005,의료법인강릉동인병원,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),강원특별자치도,강릉시,G006,지역응급의료센터,033-650-6113,033-650-6105,37.77432579461282,128.90714180258507
A2300004,A2300004,충청북도충주의료원,충청북도 충주시 안림로 239-50 (안림동),충청북도,충주시,G007,지역응급의료기관,043-871-0114,043-871-0119,36.97956732195825,127.9703586011334
A2302306,A2302306,충주미래병원,"충청북도 충주시 국원대로 99-0, 0동 (교현동,미래병원)",충청북도,충주시,G009,응급실운영신고기관,043-852-9119,,36.9804284762737,127.927925696639
A2300010,A2300010,건국대학교충주병원,충청북도 충주시 국원대로 82 (교현동),충청북도,충주시,G006,지역응급의료센터,043-840-8593,043-840-8330,36.97897509717851,127.92863660615964
A2302011,A2302011,재단법인베스티안재단베스티안병원,충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0,충청북도,청주시,G009,응급실운영신고기관,043-910-7575,043-904-8925,36.6364279047,127.3216412104
A2300039,A2300039,의료법인송암의료재단마이크로병원,충청북도 청주시 흥덕구 사직대로 26 (복대동),충청북도,청주시,G009,응급실운영신고기관,043-265-0071,070-7038-2717,36.63402150390528,127.45009452402525
A2300002,A2300002,의료법인한마음의료재단하나병원,"충청북도 청주시 흥덕구 2순환로 1262, 하나병원 (가경동)",충청북도,청주시,G006,지역응급의료센터,043-230-6114,043-230-6594,36.623474045244464,127.43081864239412
A2300008,A2300008,청주성모병원,충청북도 청주시 청원구 주성로 173-19 (주중동),충청북도,청주시,G006,지역응급의료센터,043-219-8000,043-219-8119,36.673801330174406,127.4854695707364
A2300021,A2300021,오창중앙병원,충청북도 청주시 청원구 오창읍 중부로 683,충청북도,청주시,G009,응급실운영신고기관,043-218-0119,043-218-0119,36.70680258158961,127.42965176665308
A2300006,A2300006,충청북도청주의료원,"충청북도 청주시 서원구 흥덕로 48-0 (사직동,청주의료원)",충청북도,청주시,G007,지역응급의료기관,043-279-2300,043-279-0119,36.6401389722304,127.473087555201
A2300001,A2300001,충북대학교병원,"충청북도 청주시 서원구 1순환로 776-0 (개신동,충북대학교병원)",충청북도,청주시,G001,권역응급의료센터,043-269-6114,043-269-6114,36.62416682483455,127.4614360502226
A2300003,A2300003,의료법인정산의료재단효성병원,충청북도 청주시 상당구 쇠내로 16 (금천동),충청북도,청주시,G006,지역응급의료센터,043-221-5000,043-221-2192,36.62455637262831,127.49558522201268
A2300007,A2300007,의료법인인화재단한국병원,충청북도 청주시 상당구 단재로 106 (영운동),충청북도,청주시,G006,지역응급의료센터,043-222-7000,043-222-6177,36.61950588971749,127.49659485930336
A2300013,A2300013,의료법인 건명의료재단 중앙제일병원,충청북도 진천군 진천읍 중앙북로 36-0 (진천성모병원),충청북도,진천군,G006,지역응급의료센터,043-533-1711,043-537-9119,36.85848747628605,127.44050791116804
A2300005,A2300005,의료법인자산의료재단제천서울병원,충청북도 제천시 숭문로 57 (서부동),충청북도,제천시,G006,지역응급의료센터,043-642-7606,043-643-2327,37.13857101389598,128.20613928597675
A2300009,A2300009,의료법인명지의료재단명지병원,"충청북도 제천시 내토로 991-0 (고암동,의료법인명지의료재단명지병원)",충청북도,제천시,G006,지역응급의료센터,043-640-8114,043-640-8117,37.1630057642892,128.23405656001103
A2300015,A2300015,의료법인태성의료재단제일조은병원,충청북도 음성군 금왕읍 음성로1230번길 10,충청북도,음성군,G009,응급실운영신고기관,043-883-8800,043-883-8800,36.99760379156879,127.59853452216106
A2300011,A2300011,의료법인힐링의료재단옥천성모병원,충청북도 옥천군 옥천읍 성왕로 1195,충청북도,옥천군,G007,지역응급의료기관,043-730-7000,043-730-7119,36.313345842294304,127.57197742757523
A2300030,A2300030,의료법인조윤의료재단영동병원,충청북도 영동군 영동읍 대학로 106,충청북도,영동군,G007,지역응급의료기관,043-740-9000,043-740-9333,36.1852328446,127.7808325647
A2300017,A2300017,의료법인정민의료재단보은한양병원,충청북도 보은군 보은읍 보은로 102,충청북도,보은군,G009,응급실운영신고기관,043-544-1500,070-7575-2853,36.48327155579628,127.71821043397682
E2300011,E2300011,단양군보건의료원,"충청북도 단양군 단양읍 삼봉로 53, 단양군보건의료원",충청북도,단양군,G007,지역응급의료기관,043-420-3203,043-420-0139,36.984540593096746,128.36667620351827
A2300034,A2300034,의료법인대광의료재단괴산성모병원,충청북도 괴산군 괴산읍 임꺽정로 116-0 (괴산성모병원),충청북도,괴산군,G007,지역응급의료기관,043-830-5400,043-830-5419,36.81544387632933,127.78424628538971
A2400007,A2400007,충청남도홍성의료원,충청남도 홍성군 홍성읍 조양로 224,충청남도,홍성군,G006,지역응급의료센터,041-630-6251,041-630-6119,36.59933992060475,126.67440672396911
E2400033,E2400033,태안군보건의료원,충청남도 태안군 태안읍 서해로 1952-16,충청남도,태안군,G007,지역응급의료기관,041-671-5300,041-671-5319,36.75191402131483,126.32320735565844
E2400032,E2400032,청양군보건의료원,충청남도 청양군 청양읍 칠갑산로7길 54,충청남도,청양군,G007,지역응급의료기관,041-942-3401,041-940-4951,36.45529646339589,126.80455836964052
A2400012,A2400012,의료법인영서의료재단천안충무병원,"충청남도 천안시 서북구 다가말3길 8, 충무병원 (쌍용동)",충청남도,천안시,G006,지역응급의료센터,041-570-7555,041-570-7519,36.79739687904163,127.1315782043232
A2400005,A2400005,충청남도천안의료원,충청남도 천안시 동남구 충절로 537 (삼룡동),충청남도,천안시,G007,지역응급의료기관,041-570-7200,041-570-7119,36.775359921186194,127.17992025598448
A2400001,A2400001,학교법인동은학원순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31 (봉명동),충청남도,천안시,G001,권역응급의료센터,041-570-2114,041-590-7019,36.8023584971179,127.135666806479
A2400002,A2400002,단국대학교의과대학부속병원,"충청남도 천안시 동남구 망향로 201 (안서동, 단국대학교의과대학부속병원)",충청남도,천안시,G001,권역응급의료센터,041-550-7114,041-550-6840,36.84295215169462,127.17327537305154
A2402812,A2402812,나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",충청남도,천안시,G009,응급실운영신고기관,041-417-0001,041-417-1191,36.8191502671463,127.159326385319
A2400015,A2400015,예산명지병원,충청남도 예산군 예산읍 신례원로 26,충청남도,예산군,G009,응급실운영신고기관,041-335-2255,041-335-5166,36.71373026149238,126.83416958942117
A2400004,A2400004,의료법인예당의료재단예산종합병원,충청남도 예산군 예산읍 금오대로 94,충청남도,예산군,G007,지역응급의료기관,041-330-4000,041-330-4119,36.69111403683895,126.83810397105952
A2400039,A2400039,현대병원,충청남도 아산시 온천대로 1442 (온천동),충청남도,아산시,G007,지역응급의료기관,041-546-3636,041-546-7744,36.78311829920936,127.00097027728452
A2402257,A2402257,아산충무병원,충청남도 아산시 문화로 381 (모종동),충청남도,아산시,G006,지역응급의료센터,041-536-6666,041-536-6519,36.77929250489765,127.0199488549524
A2400044,A2400044,의료법인 서해병원,충청남도 서천군 서천읍 서천로 184,충청남도,서천군,G007,지역응급의료기관,041-951-8282,041-950-0219,36.08449428686221,126.6875810614244
A2400006,A2400006,충청남도서산의료원,충청남도 서산시 중앙로 149 (석림동),충청남도,서산시,G006,지역응급의료센터,041-689-7000,041-689-7119,36.77556877677842,126.46515725738563
A2400003,A2400003,서산중앙병원,충청남도 서산시 수석산업로 5 (수석동),충청남도,서산시,G006,지역응급의료센터,041-661-1000,041-661-1195,36.78101237096687,126.50342177166652
A2400038,A2400038,학교법인건양교육재단건양대학교부여병원,충청남도 부여군 부여읍 계백로 200,충청남도,부여군,G007,지역응급의료기관,041-837-1200,041-837-1201,36.27555409443824,126.90169662482884
A2400011,A2400011,재단법인아산사회복지재단보령아산병원,충청남도 보령시 죽성로 136 (죽정동),충청남도,보령시,G006,지역응급의료센터,041-930-5114,041-930-5333,36.38113998244595,126.62282846665184
A2400008,A2400008,당진종합병원,충청남도 당진시 반촌로 5-15 (시곡동),충청남도,당진시,G006,지역응급의료센터,041-357-0100,041-358-3624,36.90439755063778,126.68435813411776
A2400009,A2400009,의료법인백제병원,충청남도 논산시 시민로294번길 14 (취암동),충청남도,논산시,G006,지역응급의료센터,041-733-2191,041-730-8882,36.19250243074026,127.09436976296004
A2400019,A2400019,새금산병원,충청남도 금산군 금산읍 비단로 183,충청남도,금산군,G009,응급실운영신고기관,041-754-8272,041-754-8053,36.10403152848004,127.49620122672218
A2400010,A2400010,충청남도공주의료원,충청남도 공주시 무령로 77 (웅진동),충청남도,공주시,G007,지역응급의료기관,041-962-1111,041-962-1365,36.45905455773722,127.10921562289596
A2502031,A2502031,진안군의료원,전북특별자치도 진안군 진안읍 진무로 1145-0,전북특별자치도,진안군,G007,지역응급의료기관,063-430-7000,063-430-7119,35.79518695884379,127.43207008323516
A2500008,A2500008,재단법인 아산사회복지재단 정읍아산병원,전북특별자치도 정읍시 충정로 606-22 (용계동),전북특별자치도,정읍시,G006,지역응급의료센터,063-530-6000,063-530-6129,35.58899495218047,126.82346011194952
A2500005,A2500005,의료법인영경의료재단전주병원,"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",전북특별자치도,전주시,G006,지역응급의료센터,063-220-7200,063-226-6119,35.81502660230338,127.1247991889436
A2500006,A2500006,재단법인예수병원유지재단예수병원,"전북특별자치도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",전북특별자치도,전주시,G006,지역응급의료센터,063-230-8114,063-230-8280,35.81440117465108,127.13325187439274
A2502742,A2502742,새강병원,전북특별자치도 전주시 완산구 백제대로 20-0 (평화동1가),전북특별자치도,전주시,G007,지역응급의료기관,063236-9000,063-289-9119,,
A2500003,A2500003,전주고려병원,전북특별자치도 전주시 덕진구 안덕원로 367 (산정동),전북특별자치도,전주시,G009,응급실운영신고기관,063-240-7300,063-240-7330,35.839839476593305,127.16713261021836
A2501890,A2501890,의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),전북특별자치도,전주시,G007,지역응급의료기관,063-240-8800,063-240-8862,35.865528416459995,127.14790290638275
A2500056,A2500056,대자인병원,"전북특별자치도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",전북특별자치도,전주시,G006,지역응급의료센터,063-240-2000,063-250-8701,35.84599245880299,127.153316348062
A2500002,A2500002,전북대학교병원,전북특별자치도 전주시 덕진구 건지로 20 (금암동),전북특별자치도,전주시,G001,권역응급의료센터,063-250-1114,063-250-1131,35.84697279303408,127.1393674038135
E2500020,E2500020,장수군보건의료원,전북특별자치도 장수군 장수읍 장천로 247,전북특별자치도,장수군,G007,지역응급의료기관,063-351-8000,063-350-2119,35.654664903392614,127.52014287444382
E2500022,E2500022,임실군보건의료원,전북특별자치도 임실군 임실읍 호국로 1680,전북특별자치도,임실군,G007,지역응급의료기관,063-640-3102,063-640-3119,35.61249558187053,127.28697578028248
A2500011,A2500011,의료법인대산의료재단익산병원,전북특별자치도 익산시 무왕로 969 (신동),전북특별자치도,익산시,G006,지역응급의료센터,063-840-9114,063-840-9112,35.96168123354797,126.96649966881398
A2500001,A2500001,원광대학교병원,"전북특별자치도 익산시 무왕로 895 (신동,(신동))",전북특별자치도,익산시,G001,권역응급의료센터,063-859-1114,063-859-1165,35.9642419612473,126.959306346821
E2500021,E2500021,순창군보건의료원,전북특별자치도 순창군 순창읍 교성로 135 (순창군보건의료원),전북특별자치도,순창군,G007,지역응급의료기관,063-650-5321,063-650-5352,35.3670362953963,127.143667225508
A2500010,A2500010,부안성모병원,전북특별자치도 부안군 부안읍 오정2길 24,전북특별자치도,부안군,G007,지역응급의료기관,063-581-5100,063-580-8119,35.72481539925256,126.73452574138332
E2500019,E2500019,무주군보건의료원,"전북특별자치도 무주군 무주읍 한풍루로 413, 무주군보건의료원",전북특별자치도,무주군,G007,지역응급의료기관,063-320-8314,063-320-8315,36.00586316008286,127.6717026515394
A2500004,A2500004,전북특별자치도남원의료원,전북특별자치도 남원시 충정로 365 (고죽동),전북특별자치도,남원시,G006,지역응급의료센터,063-620-1114,063-620-1119,35.43189945917936,127.40719103150715
A2500038,A2500038,김제우석병원,전북특별자치도 김제시 서암4길 45 (서암동),전북특별자치도,김제시,G007,지역응급의료기관,063-540-5114,063-540-5119,35.80673935689978,126.8796995613974
A2500012,A2500012,의료법인오성의료재단동군산병원,전북특별자치도 군산시 조촌로 149 (조촌동),전북특별자치도,군산시,G006,지역응급의료센터,063-440-0570,063-440-0516,35.97740074466571,126.73719225835914
A2500007,A2500007,전북특별자치도군산의료원,"전북특별자치도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",전북특별자치도,군산시,G006,지역응급의료센터,063-472-5000,063-472-5130,35.95497072788432,126.71189936455204
A2500009,A2500009,의료법인석천재단고창병원,전북특별자치도 고창군 고창읍 화신1길 9,전북특별자치도,고창군,G007,지역응급의료기관,063-560-5600,063-560-5558,35.43645131091079,126.69331814963527
A2600048,A2600048,화순고려병원,전라남도 화순군 화순읍 충의로 109,전라남도,화순군,G009,응급실운영신고기관,061-370-3700,061-370-3778,35.05595373646754,126.98963562835073
A2600001,A2600001,화순전남대학교병원,전라남도 화순군 화순읍 서양로 322,전라남도,화순군,G006,지역응급의료센터,061-379-7120,061-379-8882,35.0586707410237,127.002108292339
A2600043,A2600043,화순성심병원,전라남도 화순군 화순읍 만연로 31,전라남도,화순군,G009,응급실운영신고기관,061-370-9114,061-370-9118,35.05844089636795,126.98987847235264
A2600009,A2600009,의료법인행촌의료재단해남종합병원,전라남도 해남군 해남읍 해남로 45,전라남도,해남군,G007,지역응급의료기관,061-536-4116,061-530-0119,34.571547222222215,126.61268333333332
A2600077,A2600077,해남우리종합병원,전라남도 해남군 옥천면 해남로 597,전라남도,해남군,G007,지역응급의료기관,061530-7000,061-530-7119,34.58423738321411,126.64658297551144
A2600090,A2600090,의료법인인성의료재단함평성심병원,"전라남도 함평군 함평읍 영수길 132, 함평성심병원",전라남도,함평군,G009,응급실운영신고기관,061-624-0001,061-324-0072,35.061886111111114,126.51980555555556
A2600040,A2600040,진도한국병원,전라남도 진도군 진도읍 남문길 48,전라남도,진도군,G007,지역응급의료기관,061-544-2051,061-544-2310,34.482432541575456,126.26412429142384
A2602088,A2602088,의료법인남우의료재단 진도전남병원,전라남도 진도군 진도읍 남문길 12-11 (진도전남병원),전라남도,진도군,G007,지역응급의료기관,061544-7933,061-544-7933,34.479273813,126.2651105783
A2600037,A2600037,장흥우리병원,전라남도 장흥군 장흥읍 흥성로 83,전라남도,장흥군,G007,지역응급의료기관,061-862-6262,061-860-0119,34.67838230801459,126.91109914454888
A2600021,A2600021,의료법인우범의료재단장흥종합병원,전라남도 장흥군 장흥읍 흥성로 74,전라남도,장흥군,G007,지역응급의료기관,061-862-8300,061-860-1119,34.67726071666993,126.91093606650924
A2600035,A2600035,의료법인행복나눔의료재단장성병원,전라남도 장성군 장성읍 역전로 171,전라남도,장성군,G007,지역응급의료기관,061-390-9000,061-390-9119,35.305871659607845,126.78361958777766
A2600032,A2600032,완도대성병원,전라남도 완도군 완도읍 청해진동로 63,전라남도,완도군,G007,지역응급의료기관,061-553-1234,061-554-9500,34.31716999454396,126.73556371420688
E2600362,E2600362,완도군노화읍보건지소,"전라남도 완도군 노화읍 노화로 813, 노화보건지소",전라남도,완도군,G009,응급실운영신고기관,061-550-6800,,34.17730585378432,126.5709379204226
A2600667,A2600667,금일마취통증의학과의원,"전라남도 완도군 금일읍 감목길 5, 금일마취통증의학과의원",전라남도,완도군,G009,응급실운영신고기관,061-553-3577,,34.349483798831656,127.0297611902535
