hpid,old_hpid_x,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon,realtime_hospital_name,realtime_emergency_tel,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid_y,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at,severe_hospital_name,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido_severe,query_sigungu_severe,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
A2700005,A2700005,경상북도포항의료원,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",경상북도,포항시,G007,지역응급의료기관,054-247-0551,054-245-0129,36.03462413480262,129.3549930430143,경상북도포항의료원,054-245-0129,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,5.0,N1,0.0,N1,20260523193502,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,4.0,,,,,,,142.0,,,Y,N1,A2700005,1.0,37.0,11.0,19.0,1.0,86.0,,5.0,7.0,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,경상북도포항의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,포항시,,2026-05-23 19:35:48
A2702563,A2702563,의료법인은성의료재단좋은선린병원,경상북도 포항시 북구 대신로 43 (대신동),경상북도,포항시,G007,지역응급의료기관,054-245-5000,054-245-5200,36.04808906149477,129.36704339734024,의료법인은성의료재단좋은선린병원,054-245-5200,,,,,,,,,2.0,,,,Y,N,Y,N,N1,Y,9.0,N1,105.0,N1,20260523193519,N1,Y,,4.0,N,10.0,,,2.0,,,,,,4.0,,1.0,1.0,2.0,7.0,,,,,,14.0,281.0,,,N,N1,A2702563,1.0,,2.0,17.0,1.0,,2.0,,,2.0,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인은성의료재단좋은선린병원,N,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,경상북도,포항시,,2026-05-23 19:35:48
A2700008,A2700008,에스포항병원,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",경상북도,포항시,G007,지역응급의료기관,054-289-9000,054-289-9120,36.0348228983,129.3314002552,에스포항병원,054-289-9120,Y,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5.0,N1,115.0,N1,20260523193316,N1,Y,,4.0,N1,6.0,,,1.0,,,,,,4.0,,2.0,2.0,3.0,9.0,9.0,,1.0,,,,239.0,,,Y,Y,A2700008,1.0,,3.0,14.0,1.0,,,,,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,에스포항병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,포항시,,2026-05-23 19:35:48
A2700002,A2700002,포항세명기독병원,경상북도 포항시 남구 포스코대로 351 (대도동),경상북도,포항시,G006,지역응급의료센터,054-275-0005,054-289-1711,36.0181008246,129.3615706051,포항세명기독병원,054-289-1711,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,Y,Y,3.0,Y,155.0,Y,20260523193450,N1,Y,,14.0,Y,15.0,,1.0,3.0,,,,,,14.0,,6.0,5.0,4.0,25.0,,,5.0,1.0,1.0,1.0,665.0,,,Y,N1,A2700002,0.0,,9.0,54.0,1.0,,,1.0,6.0,,경상북도,포항시,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,포항세명기독병원,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상북도,포항시,,2026-05-23 19:35:48
A2700016,A2700016,포항성모병원,경상북도 포항시 남구 대잠동길 17 (대잠동),경상북도,포항시,G001,권역응급의료센터,054-272-0151,054-260-8600,36.01585627687779,129.33981334567275,포항성모병원,054-260-8600,Y,Y,,5.0,,11.0,,,,6.0,5.0,Y,Y,Y,Y,Y,Y,Y,10.0,Y,125.0,Y,20260523193306,Y,Y,,9.0,Y,20.0,11.0,,,15.0,,,,17.0,9.0,1.0,3.0,2.0,2.0,25.0,1.0,6.0,4.0,1.0,2.0,3.0,468.0,,5.0,Y,Y,A2700016,1.0,,4.0,16.0,1.0,,,1.0,1.0,,경상북도,포항시,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,2.0,3.0,,,,,,5.0,,,,,13.0,,,,,,,,,,,,2026-05-23 19:35:48,포항성모병원,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상북도,포항시,,2026-05-23 19:35:48
A2700066,A2700066,의료법인왜관병원,경상북도 칠곡군 왜관읍 군청2길 10,경상북도,칠곡군,G009,응급실운영신고기관,054-971-1002,054-971-1004,35.99606388888889,128.4015222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2700554,E2700554,청송군보건의료원,경상북도 청송군 청송읍 의료원길 19,경상북도,청송군,G007,지역응급의료기관,054-870-7100,054-870-7119,36.43104059070308,129.0526608512385,청송군보건의료원,054-870-7119,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,5.0,N1,54.0,N1,20260523193500,N1,N1,,,N1,5.0,,,1.0,,,,,,,,,,,1.0,,,,,,,45.0,,,Y,N1,E2700554,,,,,,,,,,,경상북도,청송군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,청송군보건의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,청송군,,2026-05-23 19:35:48
A2700038,A2700038,의료법인대남의료재단청도대남병원,경상북도 청도군 화양읍 청화로 79-7,경상북도,청도군,G007,지역응급의료기관,054-373-0606,054-370-5112,35.64871261648798,128.73711323398672,의료법인대남의료재단청도대남병원,054-370-5112,,,,,,,,,,,,,Y,,Y,N1,N1,Y,9.0,N1,89.0,N1,20260523193423,N1,Y,,1.0,N1,10.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,115.0,,,Y,N1,A2700038,,,,,,,,,,,경상북도,청도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인대남의료재단청도대남병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,청도군,,2026-05-23 19:35:48
A2700063,A2700063,의료법인영제의료재단영남제일병원,경상북도 의성군 안계면 용기4길 36,경상북도,의성군,G007,지역응급의료기관,054-861-9111,054-861-9111,36.38925516777733,128.43429486266444,의료법인영제의료재단영남제일병원,054-861-9111,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4.0,N1,27.0,N1,20260523191502,N1,N1,,1.0,N1,,,,,,,,,,,,,,,,,,,,,,,,,Y,N1,A2700063,,,,,,,,,,,경상북도,의성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인영제의료재단영남제일병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,의성군,,2026-05-23 19:35:48
A2700052,A2700052,울진군의료원,경상북도 울진군 울진읍 현내항길 71,경상북도,울진군,G007,지역응급의료기관,054-785-7000,054-785-7119,36.99264955966117,129.40949155236495,울진군의료원,054-785-7119,,,,,,,2.0,,,,,,Y,,Y,N1,N1,Y,5.0,N1,25.0,N1,20260523193102,N1,Y,,3.0,N1,8.0,,2.0,,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,91.0,,,Y,N1,A2700052,,,,,,,,2.0,2.0,,경상북도,울진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,울진군의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,울진군,,2026-05-23 19:35:48
E2700553,E2700553,울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,경상북도,울릉군,G007,지역응급의료기관,054-790-6871,054-790-6911,37.48588602454544,130.89947707708177,울릉군보건의료원,054-790-6911,,,,,,,,,,,,,Y,,Y,N1,N1,Y,5.0,N1,26.0,N1,20260523193501,N1,N1,,1.0,N1,5.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,27.0,,,Y,N1,E2700553,,,,,,,,,,,경상북도,울릉군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,울릉군보건의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,울릉군,,2026-05-23 19:35:48
A2700023,A2700023,의료법인서준의료재단예천권병원,경상북도 예천군 예천읍 시장로 136,경상북도,예천군,G007,지역응급의료기관,054-654-6611,054-650-2119,36.65741644988633,128.45890491333589,의료법인서준의료재단예천권병원,054-650-2119,,Y,,,,,1.0,,0.0,,,Y,Y,,Y,N1,N1,Y,5.0,N1,81.0,N1,20260523193039,Y,Y,,2.0,N1,6.0,,1.0,0.0,,,,,,2.0,1.0,1.0,1.0,,3.0,,2.0,,,,,173.0,,,Y,N1,A2700023,,,,,,,,0.0,0.0,,경상북도,예천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인서준의료재단예천권병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,예천군,,2026-05-23 19:35:48
A2700017,A2700017,영남대학교의과대학부속영천병원,경상북도 영천시 오수1길 10 (오수동),경상북도,영천시,G007,지역응급의료기관,0543389000,054-330-7575,35.957320739100794,128.91305328332228,영남대학교의과대학부속영천병원,054-330-7575,,,,,,,1.0,,2.0,,,,Y,,Y,N1,N1,Y,9.0,N1,65.0,N1,20260523193419,N1,Y,,4.0,N1,10.0,,1.0,2.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,190.0,,,Y,N1,A2700017,,,2.0,10.0,,,,,,,경상북도,영천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,영남대학교의과대학부속영천병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,,,,,경상북도,영천시,,2026-05-23 19:35:48
A2702752,A2702752,영주적십자병원,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",경상북도,영주시,G007,지역응급의료기관,054-630-0100,054-630-0112,36.8252579707,128.6040034927,영주적십자병원,054-630-0112,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,7.0,N1,68.0,N1,20260523193222,N1,Y,,3.0,N1,10.0,,1.0,,,,,,,3.0,,1.0,1.0,,4.0,,,1.0,,,,140.0,,,Y,N1,A2702752,,,1.0,10.0,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,영주적십자병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,영주시,,2026-05-23 19:35:48
A2700020,A2700020,영주자인병원,경상북도 영주시 대동로31번길 9 (가흥동),경상북도,영주시,G007,지역응급의료기관,054-633-1131,070-7335-5229,36.815947445861305,128.60561041705353,영주자인병원,070-7335-5229,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,1.0,N1,28.0,N1,20260523193532,N1,Y,,,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,133.0,,,N1,N1,A2700020,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,영주자인병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,영주시,,2026-05-23 19:35:48
A2700031,A2700031,영주기독병원,경상북도 영주시 구성로 380 (영주동),경상북도,영주시,G007,지역응급의료기관,054-635-6161,054-635-3050,36.82516126894279,128.62114810991983,영주기독병원,054-635-3050,,Y,,,,,,,1.0,,,Y,Y,,Y,N1,N1,Y,3.0,N1,10.0,N1,20260523193529,Y,N1,,1.0,N1,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,,,70.0,,,Y,N1,A2700031,,,,,,,,,,,경상북도,영주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,영주기독병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,영주시,,2026-05-23 19:35:48
A2700026,A2700026,의료법인명성의료재단영양병원,경상북도 영양군 영양읍 동서대로 75,경상북도,영양군,G009,응급실운영신고기관,054-682-0727,054-682-3866,36.66257764096643,129.1173135291313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2700073,A2700073,영덕아산병원,경상북도 영덕군 영해면 영덕로 1621,경상북도,영덕군,G009,응급실운영신고기관,054-730-0152,054-730-0119,36.52464784739123,129.4022978175491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2700001,A2700001,경상북도안동의료원,경상북도 안동시 태사2길 55 (북문동),경상북도,안동시,G007,지역응급의료기관,054-850-6000,054-850-6100,36.56826733448251,128.73213342858523,경상북도안동의료원,054-850-6100,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,6.0,N1,128.0,N1,20260523193501,N1,Y,,5.0,N1,6.0,,,2.0,,,,,,5.0,,1.0,1.0,,8.0,,,,,,,238.0,,,Y,N1,A2700001,,,6.0,10.0,,,,,,,경상북도,안동시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,경상북도안동의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,안동시,,2026-05-23 19:35:48
A2700014,A2700014,의료법인안동병원,경상북도 안동시 앙실로 11 (수상동),경상북도,안동시,G001,권역응급의료센터,054-840-1004,054-840-0119,36.54691448006022,128.70097021920307,의료법인안동병원,054-840-0119,Y,Y,0.0,,0.0,0.0,,,,3.0,21.0,Y,Y,Y,Y,Y,Y,Y,1.0,Y,126.0,Y,20260523193200,Y,Y,10.0,11.0,Y,15.0,3.0,,,19.0,20.0,,10.0,30.0,11.0,3.0,6.0,3.0,5.0,67.0,3.0,12.0,14.0,4.0,13.0,1.0,775.0,1.0,,Y,Y,A2700014,3.0,0.0,13.0,13.0,3.0,34.0,,4.0,6.0,,경상북도,안동시,,,,,3.0,2.0,,1.0,6.0,3.0,,20.0,40.0,2.0,,,2.0,6.0,,1.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인안동병원,Y,Y,Y,UNKNOWN,N,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,,,,,경상북도,안동시,,2026-05-23 19:35:48
A2700004,A2700004,안동성소병원,경상북도 안동시 서동문로 99 (금곡동),경상북도,안동시,G006,지역응급의료센터,054-857-2321,054-850-8282,36.56712693337398,128.72245351866204,안동성소병원,054-850-8282,,Y,,,,,1.0,,1.0,,,Y,Y,Y,Y,Y,Y,Y,9.0,N1,137.0,N1,20260523193516,Y,Y,,6.0,N1,12.0,,1.0,2.0,,,,,,6.0,1.0,2.0,2.0,2.0,21.0,,4.0,1.0,,,,396.0,,,Y,N1,A2700004,1.0,23.0,12.0,18.0,3.0,186.0,,1.0,2.0,,경상북도,안동시,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,안동성소병원,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상북도,안동시,,2026-05-23 19:35:48
A2700030,A2700030,의료법인석촌의료재단성주병원,경상북도 성주군 성주읍 성주읍3길 5-3,경상북도,성주군,G009,응급실운영신고기관,054-932-1212,054-932-1909,35.91869489182473,128.28669967111344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
